Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15,Dim_16,Dim_17,Dim_18,Dim_19,Dim_20,Dim_21,Dim_22,Dim_23,Dim_24,Dim_25,Dim_26,Dim_27,Dim_28,Dim_29,Dim_30,Dim_31,Dim_32,Dim_33,Dim_34,Dim_35,Dim_36,Dim_37,Dim_38,Dim_39,Dim_40,Dim_41,Dim_42,Dim_43,Dim_44,Dim_45,Dim_46,Dim_47,Dim_48,Dim_49,Dim_50,Dim_51,Dim_52,Dim_53,Dim_54,Dim_55,Dim_56,Dim_57,Dim_58,Dim_59,Dim_60,Dim_61,Dim_62,Dim_63,Dim_64,Dim_65,Dim_66,Dim_67,Dim_68,Dim_69,Dim_70,Dim_71,Dim_72,Dim_73,Dim_74,Dim_75,Dim_76,Dim_77,Dim_78,Dim_79,Dim_80,Dim_81,Dim_82,Dim_83,Dim_84,Dim_85,Dim_86,Dim_87,Dim_88,Dim_89,Dim_90,Dim_91,Dim_92,Dim_93,Dim_94,Dim_95,Dim_96,Dim_97,Dim_98,Dim_99,Label
0.9746983028799461,-0.06763217650576055,0.21304719445241818,0.0931557384761928,0.09738556841943527,0.042958685884850245,-0.1315764426852486,0.021509989693774653,0.020475971315149905,0.0008150131358963873,0.02899317532653687,0.0480588749685279,-0.01831536582603451,0.02298954422228319,0.025389677031938725,0.054074674764711644,0.007108683390526895,-0.06823095264662003,0.00997024639612155,-0.02969752714938619,-0.005950668871851702,0.044650160040177404,0.039104676451730165,-0.03528869582165433,-0.046822992581646156,0.0016228050684895256,-0.019389617297839473,-0.025469463606128614,-0.0676974056072293,-0.013024868501268844,-0.09677391117983627,0.07941231401034993,0.020760968025147233,-0.014894562823031638,-0.07985496599459885,-0.08709352691809445,-0.044784763627941794,-0.008390247657022966,0.05968043342138495,0.03743500829624098,0.03384887650552218,0.023772808607806627,-0.0193649648829391,-0.006947018926749756,0.08669349078391582,0.059099513293447106,0.002399527340893497,0.08831791943682352,-0.09404269785472001,0.08364150614394605,-0.037984746848554095,0.017502113261408228,-0.02137516281036521,0.033879040817857524,0.011072267375054429,-0.05114487823834294,-0.023476934064378105,-0.010036455900088621,0.05330341528980808,0.012534000096949938,0.019235355871132495,0.017737871507498778,0.015466466284351164,-0.024660356001489928,-0.05442353172104987,-0.08472438283734102,-0.012596174343538956,0.006145764277510355,-0.07910899408455146,-0.02404382985495653,0.03011752889622933,-0.009832406235575183,0.042240869843862466,-0.0011400063683336987,-0.03608598745233265,0.004933888635224296,0.03208592186872152,-0.043813529389915826,-0.036654726527123135,-0.01010777121488872,-0.04198887613430195,0.0031515111779224884,-0.02414766215552428,0.015614465251649834,-0.0047847858521054614,0.024854528688304768,0.0014214462100472524,0.1081060158490699,0.016451844081064475,-0.005884691193119496,0.05580888618009883,0.0325552609073193,-0.030213649780019183,0.06262914628391324,0.11111971964413665,-0.04924299881212978,0.0016890398086450245,-0.08183525993830215,0.06331494519719748,-0.1262476091723492,0
0.24151969974387816,0.42125704016873744,0.8741914783066131,-0.08211681208370303,-0.10333067328612358,0.014331045179263507,0.03236515254923406,-0.01596929164174465,-0.03193492733268818,-0.021565124711810497,-0.012084764367721497,0.10651099974185141,-0.029089815417397802,0.03875080065248858,-0.016013830452788664,-0.025539446255435045,-0.05882955063843573,0.026989868276838254,-0.01705830110529243,0.08400067951789518,0.006862268019776987,-0.00872633582118758,0.030116825154071554,0.018243767206241296,-0.03350651873224358,-0.0357186671611912,0.02519363697470336,-0.028788180341859943,0.039147513469748874,0.0443480102870672,0.03952518701522142,0.0008882232375283565,0.0690791407046836,-0.0021062895989107655,-0.012053676097798458,0.06406964779575851,-0.025437066031598295,0.020687353636548264,0.0871028650014822,0.010804207939016607,0.021506169654121457,0.045477990179977355,-0.027391245992065185,-0.013129281417424322,-0.0487467282625037,0.06109048218179526,0.06173582135600817,0.07910800031835223,-0.1468681647791896,-0.025581950888599193,0.04190464904234046,0.06089948067915168,-0.05587948867057672,-0.04891848547360275,-0.04408141344842194,-0.027177529260260316,-0.053443648666472665,-0.09445793642679261,-0.1082092986535183,-0.038008484437558845,0.06484844773092323,0.023327886036641547,-0.0046908874847630955,-0.011004526121494692,-0.047581327773283576,0.043751314948692964,-0.05382650957712209,-0.03025907353351033,-0.021619300454207128,-0.033876416846052824,-0.01197003663713794,0.017455366029590767,0.0699958154888249,0.06924344788688513,0.008040959278230082,0.03414186732487045,-0.058977871100659156,-0.004063845066235849,0.0010555033157414486,0.01595364668063918,-0.0770214901345546,-0.014852585681553794,0.0037280705148358285,0.03277345681854672,-0.09358882773254582,0.050457008629834245,0.15003640197067947,-0.048733229929926986,0.0529301134585427,-0.024832415948562787,0.0366732901806163,0.010309964543311099,0.0014400434861330136,0.03212863548381947,-0.024030250112430103,0.019294640877289854,0.06636799745740522,-0.09160436695159514,0.07396646879151318,0.06325628281002936,0
0.9382756565002396,-0.27382874218441394,-0.2113211119901323,-0.05360522774956267,-0.06677469530082548,-0.02606893392336078,0.034138315570033516,0.009674853084918262,0.03424289377980191,0.037307073015830104,0.031970626632090104,-0.08900837387054933,0.030016728734263688,-0.04002682305718162,-0.0028266048295919354,-0.14697851493271388,-0.13280727215405724,0.0331124212670466,-0.04014571001626783,-0.0346918853730343,-0.05150960929992929,-0.015745136311814963,-0.02291650505448234,0.02617170550402644,0.08032968655235624,0.0006837076341681747,0.04744375357514491,-0.06768160191382193,0.0881121860714934,0.06788106048271546,0.08482803742983104,0.022738886605302475,0.0484301874324088,0.001756956960671561,-0.06707877548820877,-0.016733970309668052,-0.03151017044363586,-0.005316665963679268,0.029493367929758416,0.04478250195696166,0.02684403711983981,0.014713482507747597,0.003712429195149329,-0.0074691431772965534,-0.05946418005466378,0.056253400646507024,0.012087458901638086,0.027989313252057904,0.007713119767398172,0.012967897682307711,-0.0010344130794126217,0.06918916712332655,-0.02144249948070965,0.050432504649165294,-0.03084743148685623,0.08634167975012545,-0.002075373386891827,0.0693567328181222,0.10772578134880358,-0.06312472765775615,-0.019096400848674294,-0.03805088588944384,0.11976651752037085,-0.04482827050710891,0.0406581076516144,-0.01964378968564151,0.01665553629772983,0.034436563930143264,-0.020650966964569997,0.022033217447991308,0.036920206624855845,-0.020171959974084774,-0.048784160824181834,-0.02245535939739615,0.03911452773261068,0.028921699275642577,0.04023903436483336,0.0071325894660290755,-0.03505940207767489,0.008140019022048207,-0.10229584521651991,0.031218684306120875,-0.10544417151352553,0.049623608900220065,0.02859436350983934,-0.07764039871097132,-0.022337503606719586,-0.0061372956008214595,0.07198005503297074,-0.03318998472472489,-0.018668871121818857,-0.053749337358901264,-0.08029611722310429,-0.08525870978823184,0.044655948938100036,-0.0006910051656236895,0.00749326595784078,0.0039732869347887684,0.01222435600734651,-0.02193007430327047,0
0.15842612119917926,-0.4015004761490413,-0.9020523996830097,0.052974580016491996,-0.017160764027407127,0.0053784942289883024,-0.0017407349293894975,-0.03816048611501202,-0.011468496372795458,0.002349113664136649,0.024175755252274014,0.037801173840807924,0.007077836759817728,-0.03623822179965055,0.030007228076837006,-0.019849538832993955,-0.06786670985128482,0.009029478872516745,0.0724863395490687,-0.010855468385880682,-0.019548856131303735,0.05528739239255342,0.04369136228509268,0.050120895793352375,0.06116065583255921,-0.07511552626393612,0.05609297817393238,-0.03832456420103871,-0.025019975500675813,-0.017723198277153514,-0.012288977164541852,0.0033965998978449092,-0.023646564350191066,-0.0771576400141659,0.017837133626378513,-0.005160367030054959,-0.039328946362038375,-0.02179844991366471,0.013568524876024439,0.09516421307419216,-0.056334146589992355,0.09267972697977117,-0.08399260262106445,-0.05053679430090416,0.07965030553481756,0.023933260286325322,0.07417327425744823,0.03298782633313519,-0.029758557558352074,-0.005298329507517391,0.023679139192624005,0.012245522602708614,-4.066312019369918e-05,-0.006326583443543119,-0.044617353326514876,0.01192245717364762,-0.022961266093729713,0.06797348899968945,-0.022749116246769372,0.0989841543492497,-0.01690948641690349,-0.019628204173678724,-0.008287868218350468,-0.061539775661194555,0.05951161806304334,-0.010369514347423643,-0.042996727880602145,0.040231050880289755,0.09658265698830806,-0.017291515599875688,0.096953655532389,-0.03679536711765893,0.05879023290674114,-0.008085470620267382,-0.030253454426159204,0.01309636127186343,0.08628775354142561,-0.031018935209315913,-0.003474725992794415,0.05367640917895308,-0.06958740726209797,-0.05118282078151525,-0.02086341244518298,-0.040277961621002945,0.15354617323579703,-0.08679089880254903,-0.09599494072974504,0.032814439379491106,0.02651778683827959,0.07221702245683666,-0.06246381432373215,0.01919874905881735,0.031175030145868837,0.0032663199701987917,-0.04048199521372507,-0.018123229239204976,-0.06487206645399364,0.0017218671604700368,-0.06625686354225246,0.04117072322856139,0
-0.8989287218095801,0.4340735994450404,0.05922215270168199,0.06965663568772854,0.1123024085090057,-0.0008183283368794802,-0.05120233990695675,-0.059207936778831266,-0.07115862438490722,-0.03403906559714433,0.0583278689516683,-0.06870376440180369,0.04874389947408722,-0.08558379364235293,-0.06803498657206519,-0.01305106877361309,0.05404664039640236,0.0017197901907588737,-0.05270570884466974,-0.0028609460762654346,0.024306130504113344,0.06789922844060822,-0.02837601821578537,-0.03189924140260414,-0.0011833224814866816,0.015317616861028036,0.003792460266251312,0.013320725675027562,-0.07061302863743756,0.03943173069010565,0.03690466747334039,0.0011285239100758714,-0.036591324642773225,0.0043548140653988515,0.03819548826928601,0.11720241101479634,0.06822804900982958,-0.03409222107593848,0.011353192264120494,0.012597990217126357,0.0036338891668192506,0.054346832250100556,0.07855826920676742,-0.09021012246503013,-0.01696834593359642,-0.06661122451073347,-0.00541106417922285,0.022935317403968508,-0.05091728296403957,-1.2858656452215695e-05,-0.09300360869885926,-0.03243209175014671,-0.03546308023858541,0.006846329593516491,0.01236780410933178,-0.009579741888171981,-0.03822566555590138,-0.0011896025936236972,0.015445452777922274,0.07410305223482913,-0.00827276043473927,-0.12079952737220612,-0.08371994659167857,0.04363519566747891,0.026896358635717106,0.06761951861705434,0.08048449131742204,0.029782676696055756,-0.03086869105116622,0.05855464121058166,0.012790459906279675,0.04382201982960358,0.009566168082243205,0.03793289644380448,0.03219074031097279,0.07775443957650742,0.02841817194482213,-0.05446034178504516,-0.01993467536832594,-0.023390975739995833,0.012359240080125882,-0.0238580027027981,-0.015785892737037555,0.013893241408320468,0.016515561632630286,-0.07635712044903299,-0.008988348578850518,0.04048622923285326,-0.02144784614022052,-0.01024917973272466,0.06818990866389396,0.05406516415900284,0.04156183791896125,-0.03819381009757064,0.0500118053535864,-0.03480496680731281,-0.005960456900484396,-0.0425458391608923,-0.005470479805559107,0.030316677021911445,0
0.44285153841008595,-0.03146147035188313,0.8960427951895589,0.0919191386449311,-0.03691370466385678,0.007783992985840535,-0.0669283048924668,0.046225603855231924,-0.0397364154395943,0.028997741481851358,-0.08159608994704799,-0.05765204322252454,-0.038950639969254276,0.103184401812,-0.027294873696084906,0.03874734098317748,0.0337934932012657,0.038529932689130214,0.018888922719071194,-0.04530854271053386,-0.015231290519352434,0.020416801295593395,0.05189372579848392,0.03656794204215332,-0.0003791144782100812,0.10583193077631088,0.06783025120998776,-0.005139839182414571,0.09128562599737657,0.03202550150735558,0.010863173150370175,-0.005271480012334437,0.06419157216712283,-0.11641604335945986,0.003887027110867731,0.056808271088812236,-0.07589610715261134,0.025382821808636304,0.02091685109764402,-0.005772454936671953,0.012828649811126367,0.0038187259988834046,0.006430032412492297,0.019252933442107024,0.02034905781081299,0.004921545515876458,-0.002449758382483739,-0.037422801561096335,0.018081169772157187,0.027165888587645556,-0.005746589011538154,-0.023598897803106693,-0.11783839722422801,0.027011340215406035,0.014981507299780445,0.02995688788235791,-0.0027366848242579215,0.020519238267613735,0.07999597775067724,-0.027708193245876863,0.09466996319448048,0.04013410020466851,0.03331769770598371,0.0032109824123136045,0.021888610356217475,0.11357037360592431,0.06229479229867572,-0.0022290872797784437,-0.08394384845686512,-0.050849034583499556,-0.02901279413125953,0.014274497455878155,-0.03654314235927133,-0.10658205341450387,0.02535554300271052,-0.023250753133702312,-0.02962556075802508,-0.01621871090018745,-0.0021465578609700013,-0.026625944898300336,-0.026154113407351378,0.028618223254940362,0.016392705388170958,0.10944409177781969,0.031235929386672596,0.034757293944385585,-0.015189770444593971,-0.044748648087927466,-0.09007346173008182,-0.031384391032549204,-0.08466367049540369,0.07705559934484127,0.10103857422425953,0.026646106383479685,0.05092396870218644,0.03339572789960404,-0.0774610033005485,-0.011463736170637132,-0.021628417042682924,-0.044369846983703935,0
-0.27730866334425164,0.25210392050907254,0.9271156985501754,-0.002930485479558179,0.02552532028671021,0.050890573606687986,0.025617233717014118,-0.06298596771184684,-0.0191164643005073,-0.014270063902952388,-0.038330044649636665,0.05071358063630541,-0.007593319452858474,0.039224624172924466,0.002161407206802306,-0.031160332816156502,-0.00018577555764789623,-0.008549137128621197,-0.1008531224834788,0.0074311265600520765,0.01903941381612699,0.05644417250902472,0.0014996182369169378,-0.010005448748574935,-0.015758355718616418,-0.010708132842495548,0.019495993610781304,-0.039420689659043634,0.10217938981826427,-0.0006001122255744457,0.032933019905742066,-0.0958282066175172,-0.040327676022086124,-0.0003047969359571595,-0.014093917324803777,-0.07031646084016681,-0.09140683309454407,0.014716043424460935,-0.09298234633708087,-0.0454513600616868,0.004381914951280944,0.02729457660020212,-0.05402099984972774,-0.0386326783754955,0.036170377637867734,0.03209508590043754,0.014085223716705295,-0.04224466018793839,-0.04983972660312306,-0.04830665470722892,-0.06749892781050243,0.10050344522108445,0.08611824399675697,-0.031809892885658615,-0.009905938649704007,0.06022835050243694,0.03022932289100356,-0.06293359771220222,0.005232972375751763,0.045308557942142724,0.012865419184124125,-0.06676870431442548,-0.06247446867835377,-0.07161027611882748,-0.06261534230621667,-0.03700021488640618,-0.02991494757794253,-0.01648856177642626,-0.013540627041748158,-0.058790642391917204,0.010512101959641126,0.03283345875991541,0.021394947536429273,0.03601935898613159,-0.0246290234106033,0.05964864892016428,0.0026386674496619864,-0.017120292932367075,-0.007478802453083089,-0.0325149478323375,-0.05588969263125568,0.10027708545887358,-0.05793425364373024,-0.01960194788255052,-0.022093228932674278,-0.07034706750353291,0.00773584564287326,-0.04677462308422631,-0.038971467734763024,-0.009478313459475664,-0.044280535875433125,0.012466604524303973,-0.16528352150119446,0.021807944237617578,0.05039524035964171,0.04548663713772175,0.01223677556255013,0.045802766122006046,0.01971453686712279,0.02353331798048114,0
0.1886114562818842,0.49364532509395437,-0.8489640814381436,-0.025163293805708205,0.022737820911420938,0.07864057154067158,-0.0078255063885623,-0.003249571296290866,0.01211937638519898,-0.11087811621840166,0.00733856357897501,0.011505418050523668,-0.00599250479923958,-0.006355763996505318,-0.046514520748403766,0.014642901848723262,-0.0008462924240533932,-0.008784455061337548,0.029031042611477015,-0.04429016272555182,-0.04905498581786925,0.015980480604145007,-0.004810195526423244,-0.06139281395553631,0.10747519946222156,0.0009544215443922708,-0.03866725087828324,0.0035960787346583953,-0.035012323241991765,-0.05826198354419664,-0.10980141067874101,0.06054587852738154,-0.006601182782511481,0.035890709601731456,0.056402693460474385,0.023145522650899836,0.0064015111107015715,0.03176770538028371,-0.05416294805788453,-0.051772933307067615,0.006841737066326199,-0.11354671937437565,-0.0018965653804510778,0.04207999693646045,0.020432277409095624,-0.02264549926829877,-0.00847377812259998,-0.04920019584204624,-0.012649921659393876,0.043281746851827466,0.048286433170482035,-0.04792786400289777,0.01502806471647026,-0.05540270318188707,0.009148644866473437,0.011772306188224075,-0.013875660910753535,-0.08120470109931777,0.03754410502381367,0.00042266142235957257,0.10991364093814777,0.06646625128688806,-0.019081493746782734,0.0012876379489538876,0.007557480645362049,-0.010727764838153818,0.009429984455055334,-0.007753154298722924,0.052680818235087724,0.045423970198372,-0.04740516550372166,0.0005920583257165128,0.02667714668225643,0.07459231843050187,0.05277927127318249,0.01643892500991935,0.0012830526612361173,-0.004432439454172897,0.011480132238020031,0.07770578760491231,0.07923614989893256,-0.055201439526492715,-0.02032517990091746,-0.021989105782098384,0.02341802173641529,0.06019692873565966,0.08146684854165609,0.007069912881256341,0.0075059110566197285,-0.0607999391078796,-0.006763852291845932,-0.004968481482243183,-0.049623738188470094,0.036532810755615784,0.09147054521872555,-0.07731966569564683,-0.006798614170241169,0.025765580149497643,0.02539256183319985,0.0432062381135653,0
-0.38688544273644615,-0.9207112786964143,-0.05109202951378776,-0.04487348984732797,0.009339696457588828,-0.01369501499595394,0.06111060309609578,-0.04406620883360786,-0.05490993399468286,0.01630759512047475,0.03460600372136834,0.052976182392209505,-0.005653851838366383,-0.04379169295130003,-0.06483004129127579,0.05031550445307216,-0.033944320644479525,-0.0276610700674209,0.020780800169003168,-0.03813021655788408,-0.06642766092547701,0.005380689576915749,-0.019609773523910773,0.008642497628924835,-0.008070843083282367,-0.07800036673329834,0.05908275236502439,0.03190292323031852,0.0031686239276910986,-0.05918155228626285,0.061080831329350584,-0.05746978600562491,0.122680084141454,0.03292524242149176,0.013325295954610829,-0.026139144553661477,0.05723627629933369,-0.0017130466871919606,-0.0290692818254545,0.041372049569071055,0.02959314360258042,0.045400249097619076,-0.018763827930424165,0.04658434258987109,-0.02326815420290403,0.018227091955034063,0.046202336604377045,0.1010057962704205,-0.006540085356093545,-0.02105685521700873,-0.10147095042502913,0.10716378615373429,-0.038692467351298686,0.02525392379050015,0.01150410147745318,-0.008496425259586595,0.0389179038924176,0.05483854761229813,-0.01062524391423561,0.01805390922096352,-0.013605001291992679,0.058172965431339686,0.00415261142902345,0.029132629267476774,0.06480682214004492,0.033849044586958525,-0.0326428475001024,0.001835603680991052,0.11145443988146252,-0.07044268082573633,-0.000554831077530661,0.07613166704538676,0.009999384115954376,0.03699755350742912,0.020911184724068638,0.0013781557874106844,-0.06622495064917998,-0.08041920263602416,0.0015867932595655728,-0.022484699123372406,0.028531377932603127,-0.05040899046681013,-0.044929657862257825,0.014335348689194264,0.03316254774650371,-0.00580400779417501,0.09102470895750717,-0.0844437993142141,0.06992820247116179,0.06450342295835691,0.031758000103341295,-0.05090064749531124,0.07102714734060796,-0.04294294704800307,-0.0578800329853365,-0.05358651516557098,-0.10329682251447508,-0.021864501573814102,-0.05585347813161639,0.01951353536591835,0
-0.3474438302438814,-0.5108034624260979,-0.7863603547985942,0.04574849672833142,0.04742091383218865,0.053207824112841265,-0.03900791356141012,0.01967917336520494,-0.07693559790513446,0.003022278452687205,-0.04261922469546194,-0.012685402143229597,0.02710333489734645,-0.06853831482732713,0.005663412167016165,0.010553757981590807,0.06549801500761844,0.04136926292444096,-0.07262143200321672,-0.07312800996436908,-0.0686695454800127,-0.003028061997920363,-0.018342269610642163,0.02679866844966307,-0.05711923126811787,0.006492414011213226,-0.04231960579928718,-0.014732789417565943,0.01287437330913193,-0.04517350233599471,0.015103614998555604,0.004465535270841165,0.033810422437613265,-0.048264328772760524,0.016895756981884096,-0.04162238695744706,0.06593573671271184,-0.025339173199383704,-0.009969800366291609,-0.07576269373817587,0.06202837486823585,-0.05178975483310514,-0.10153224924943537,-0.002928074651643749,-0.008696094620734828,0.025985761338454063,0.0479723738468822,0.06106520479768415,-0.0008971880342912558,-0.008385500038709413,0.012044367845187452,0.012215702477464854,-0.1255682845597018,-0.1040809258652145,-0.012277447128337945,0.11948220233103278,0.03755622794717871,0.059332103802349635,0.043640367951402664,0.021881933482546564,0.0297884495169461,-0.014967746982881926,0.10277658815270296,0.037153361371761666,-0.022272218859710907,0.01893110547125645,0.06356048027506261,-0.023147674257514666,-0.02369605141526121,-0.03387808847722546,0.0038157194850934996,0.10977750418886588,-0.024346440384616398,0.004199248993062539,-0.03729034067483398,0.08527411788631283,-0.07419608536695771,-0.06389221099774203,0.046978466543413616,0.055382563969452174,-0.03366722919050861,0.01687557771447828,0.008199246562856402,0.020603794381807154,-0.03611751041224576,-0.05403112731374097,0.10016920246275623,-0.019739681098569276,0.0445904271203068,-0.01514007389577629,-0.011591320944197795,-0.08359670921666548,-0.006425777138618307,0.04301034423210166,-0.04944200564055841,0.04413522020679157,0.003116028321061707,0.026261294675710246,-0.030557874777621286,0.07834419716158537,0
